駅名,建物構造,徒歩分,専有面積,間取り,部屋数,築年,所在階,成約価格
表参道,SRC,2,62,K,3,200508,9,90300000
赤羽橋,SRC,13,80,K,2,200110,14,77600000
溜池山王,RC,5,37,R,3,197902,8,28600000
神谷町,RC,4,54,K,2,197202,2,49000000
白金高輪,SRC,8,20,R,3,200206,17,22700000
外苑前,SRC,2,21,DK,1,200710,6,34700000
目黒,SRC,8,19,DK,3,200111,2,20700000
白金台,SRC,5,25,K,1,201601,13,46900000
芝浦ふ頭,RC,2,16,K,1,200710,33,19300000
五反田,RC,2,91,R,2,198409,6,73200000
溜池山王,RC,14,70,K,1,198204,6,49300000
目黒,SRC,3,20,R,2,200209,3,23400000
赤羽橋,RC,8,16,R,1,201209,9,23800000
六本木一丁目,RC,2,45,K,3,197711,1,35000000
赤坂,SRC,8,106,K,1,200105,44,163700000
麻布十番,RC,8,62,R,1,201210,17,99300000
品川,SRC,9,32,R,3,200509,16,37300000
芝公園,SRC,5,20,K,1,200812,5,19400000
白金高輪,RC,2,70,K,1,200505,28,92500000
品川,SRC,6,66,R,1,200511,3,76600000
日の出,RC,14,56,DK,1,200906,6,56500000
三田,RC,5,58,R,1,200602,12,61900000
赤坂,SRC,13,60,R,1,201505,23,126700000
目黒,SRC,8,100,R,2,197810,1,61600000
五反田,SRC,5,37,R,1,200405,9,31800000
目黒,SRC,1,118,R,1,200906,14,185200000
赤羽橋,RC,2,78,K,4,199807,7,80400000
乃木坂,RC,5,31,DK,2,201407,22,43500000
溜池山王,SRC,4,77,R,1,200105,7,89200000
渋谷,RC,1,55,K,1,200507,4,61500000
六本木,RC,6,43,R,2,200011,3,46600000
お台場海浜公園,SRC,2,88,R,2,201308,3,99300000
乃木坂,SRC,4,75,R,1,200507,8,93100000
芝公園,RC,5,29,K,1,197711,2,17500000
広尾,RC,6,61,R,1,201312,2,94400000
高輪台,RC,9,53,K,1,198405,1,35300000
赤坂,SRC,3,43,K,2,200508,12,63300000
広尾,RC,10,60,K,2,200203,3,66000000
高輪台,RC,2,61,DK,1,200608,8,71600000
青山一丁目,SRC,7,35,K,2,200906,1,42800000
六本木,RC,7,62,R,1,200209,6,84100000
広尾,RC,12,116,R,1,200301,48,147400000
目黒,RC,12,29,R,1,201007,2,21500000
青山一丁目,SRC,12,34,LK,2,201212,9,44200000
溜池山王,RC,2,19,R,2,201201,5,31000000
日の出,SRC,3,56,DK,1,196804,4,43600000
日の出,SRC,5,75,R,2,200510,3,76400000
泉岳寺,SRC,2,91,R,1,201303,5,131200000
五反田,SRC,1,44,K,1,200511,6,49600000
芝浦ふ頭,RC,3,113,R,1,200906,4,146100000
芝公園,RC,6,75,R,1,199705,2,62700000
御成門,RC,8,24,R,1,198203,2,11800000
広尾,SRC,12,42,R,2,200802,6,46200000
白金台,SRC,5,27,K,3,197609,14,23200000
広尾,RC,1,23,R,2,200610,9,29200000
渋谷,RC,6,62,DK,3,201608,3,90600000
乃木坂,RC,13,37,R,3,200608,3,33600000
お台場海浜公園,RC,4,57,DK,1,200505,27,64900000
芝公園,SRC,4,78,K,3,200610,38,112000000
六本木,SRC,8,71,R,1,200311,28,103900000
汐留,RC,2,51,DK,2,200610,31,80500000
目黒,SRC,13,56,K,1,200811,42,64500000
浜松町,RC,1,55,R,1,201309,24,74600000
高輪台,RC,3,61,R,1,201509,1,79800000
三田,SRC,4,82,R,1,198412,13,72300000
汐留,RC,6,65,R,3,201111,4,90100000
高輪台,SRC,5,26,R,1,200209,31,30800000
外苑前,RC,3,62,R,2,200508,5,87900000
泉岳寺,SRC,13,101,R,2,199508,5,84500000
三田,RC,9,81,K,1,200605,3,84100000
白金台,SRC,12,55,K,1,201201,4,74300000
田町,RC,4,19,DK,1,200810,15,24100000
芝浦ふ頭,RC,6,62,R,1,197904,7,45600000
乃木坂,RC,10,31,K,3,200106,5,28600000
日の出,SRC,3,59,R,2,198211,25,54900000
青山一丁目,SRC,7,81,DK,2,198111,3,74600000
白金台,RC,7,42,DK,2,200608,14,54100000
乃木坂,RC,6,95,R,1,200510,12,119900000
汐留,SRC,4,22,R,3,200508,8,31000000
赤坂,RC,12,66,R,1,200510,1,68300000
田町,SRC,8,27,K,1,200302,9,29200000
溜池山王,SRC,14,30,R,2,200308,9,32000000
新橋,RC,8,84,K,3,198201,34,77500000
北品川,SRC,12,82,R,1,198609,9,53600000
赤坂,SRC,12,51,R,1,200608,24,72400000
品川,RC,4,42,R,2,201303,3,53900000
溜池山王,RC,12,25,R,3,201212,6,32200000
六本木一丁目,SRC,2,46,R,2,201509,6,85200000
赤坂,RC,2,80,R,1,200202,6,99900000
広尾,SRC,6,92,K,3,197511,5,91300000
泉岳寺,SRC,4,40,DK,3,199710,2,39300000
汐留,RC,5,68,R,2,200209,27,94600000
神谷町,SRC,3,68,R,1,199510,12,81500000
青山一丁目,RC,6,109,K,1,201509,2,187800000
六本木一丁目,SRC,3,24,R,1,200605,14,31400000
青山一丁目,SRC,3,71,K,1,198301,16,75000000
お台場海浜公園,RC,5,70,R,1,197803,31,55500000
赤坂見附,SRC,14,52,R,3,200806,4,55300000
北品川,SRC,1,53,K,1,201005,5,66300000
白金台,RC,8,66,R,1,201003,3,84000000
日の出,RC,6,37,R,2,199111,11,30800000
神谷町,RC,7,25,R,4,200710,2,27100000
白金高輪,SRC,4,90,R,2,200209,16,121300000
白金台,SRC,4,39,R,3,201509,6,62600000
泉岳寺,RC,1,16,K,1,197904,1,11200000
五反田,SRC,2,21,R,2,201507,4,29800000
溜池山王,RC,3,60,K,2,199603,7,64300000
虎ノ門,SRC,3,123,R,2,200403,9,197400000
品川,SRC,5,90,R,1,197909,47,95800000
汐留,RC,14,51,K,1,201407,5,60400000
大門,SRC,5,81,R,1,201210,2,117200000
外苑前,SRC,12,45,DK,1,199807,22,41400000
赤坂,SRC,6,27,K,1,201109,2,38700000
日の出,SRC,4,99,R,1,197803,5,77700000
乃木坂,SRC,7,80,R,2,198011,3,64700000
六本木,RC,10,57,DK,3,200301,12,73100000
広尾,SRC,9,53,K,1,200507,26,63500000
芝浦ふ頭,RC,2,60,K,3,201210,4,64600000
赤坂見附,SRC,3,48,K,1,201408,33,102100000
品川,SRC,7,80,DK,2,200011,9,72800000
赤坂,SRC,2,79,DK,3,200710,31,132800000
赤坂,SRC,5,19,K,1,200209,26,27800000
麻布十番,SRC,6,54,K,2,200002,26,65700000
北品川,SRC,2,25,DK,1,198007,14,21600000
広尾,RC,8,31,DK,3,197202,14,26900000
天王洲アイル,RC,7,20,R,1,200103,4,18100000
表参道,SRC,10,27,R,1,201902,3,52000000
溜池山王,SRC,3,85,DK,3,201401,6,148400000
汐留,RC,10,37,K,2,200102,28,41200000
白金台,SRC,1,71,K,1,200710,16,118500000
お台場海浜公園,RC,14,75,R,2,198202,19,51100000
日の出,RC,4,54,K,3,201308,4,54400000
赤坂見附,RC,8,94,K,2,200401,5,108700000
表参道,SRC,10,71,K,1,197904,11,70300000
新橋,SRC,5,122,K,2,196411,14,101100000
汐留,RC,5,38,R,1,200510,19,49300000
赤羽橋,RC,6,64,K,1,197105,10,55200000
目黒,RC,5,45,K,1,197910,5,28400000
新橋,RC,4,50,DK,3,200505,7,52900000
六本木,RC,4,62,R,1,201509,13,121400000
乃木坂,RC,4,21,K,2,200409,1,26500000
芝公園,SRC,4,128,K,2,201108,7,200500000
表参道,SRC,5,80,R,2,199908,12,116900000
田町,SRC,2,58,K,2,200511,9,62600000
高輪台,RC,8,26,R,1,199603,4,24300000
赤坂見附,SRC,9,77,R,1,199903,2,77400000
三田,RC,8,46,K,2,198310,33,36700000
御成門,SRC,4,107,R,2,200401,13,145000000
神谷町,RC,4,44,R,2,200303,4,52300000
広尾,RC,7,89,R,1,200511,5,117200000
新橋,SRC,7,57,K,1,201401,2,67400000
五反田,SRC,10,30,R,1,200906,2,26000000
六本木一丁目,SRC,2,22,R,2,197806,11,16200000
溜池山王,SRC,5,61,R,1,200505,9,76800000
芝浦ふ頭,SRC,8,61,K,2,200605,1,54100000
天王洲アイル,SRC,3,67,K,1,200002,3,60100000
赤坂見附,RC,4,72,K,2,200804,7,99300000
日の出,RC,6,58,R,2,200906,12,67200000
白金台,RC,3,45,R,2,200103,13,51500000
お台場海浜公園,SRC,3,26,R,3,198609,11,18500000
三田,SRC,5,39,DK,1,200011,4,35000000
大門,SRC,6,94,R,2,200212,5,104900000
外苑前,SRC,10,64,R,2,200103,15,70600000
六本木一丁目,RC,5,25,K,3,200603,3,30000000
溜池山王,RC,3,88,R,2,197909,6,80300000
白金台,SRC,7,80,R,1,201408,2,152500000
天王洲アイル,RC,3,44,R,2,201005,39,60200000
赤坂見附,RC,13,51,K,2,197604,11,39700000
神谷町,RC,12,57,R,3,201601,13,85500000
浜松町,SRC,4,25,R,2,200602,14,27900000
外苑前,RC,9,80,R,2,200302,6,92500000
赤羽橋,SRC,6,55,R,2,198001,28,48500000
泉岳寺,SRC,2,67,R,1,201308,3,75100000
神谷町,RC,4,76,R,3,200508,11,108900000
芝浦ふ頭,SRC,2,38,K,1,199807,2,27700000
天王洲アイル,RC,6,21,R,3,197608,8,13200000
品川,RC,12,79,DK,1,201509,4,81300000
芝浦ふ頭,SRC,7,25,K,2,200607,10,23800000
白金台,RC,12,116,DK,1,198009,7,88100000
汐留,RC,4,72,R,1,200710,8,95200000
田町,SRC,6,49,K,1,197809,16,41700000
白金台,RC,3,32,K,1,200509,10,41100000
麻布十番,SRC,5,55,K,2,199906,1,57500000
天王洲アイル,RC,1,29,R,2,200508,3,30100000
御成門,RC,3,45,R,1,200610,7,57000000
天王洲アイル,SRC,9,26,R,2,201201,9,29500000
芝公園,SRC,1,85,R,2,201411,4,135000000
目黒,RC,2,112,R,2,197304,2,67100000
白金台,RC,5,64,DK,2,197806,22,58600000
白金高輪,SRC,2,89,K,1,200710,2,105800000
表参道,RC,4,34,R,1,200602,27,53100000
渋谷,RC,11,25,R,1,200905,3,24300000
大門,SRC,8,81,R,3,200906,4,101100000
表参道,RC,7,130,DK,1,200007,11,213100000
浜松町,RC,10,50,R,2,201312,5,53400000
田町,SRC,13,62,R,2,201201,27,75100000
赤羽橋,SRC,12,44,R,1,201402,6,54600000
高輪台,SRC,9,19,R,2,200302,4,23700000
汐留,RC,2,60,K,1,201411,11,100900000
品川,RC,3,40,R,1,200710,1,50100000
六本木,RC,1,41,R,2,200906,14,74700000
溜池山王,SRC,11,75,K,2,201401,13,114800000
五反田,RC,1,101,R,3,197110,13,82500000
六本木一丁目,SRC,2,79,R,2,200610,7,115000000
品川,SRC,13,135,K,1,197103,10,89800000
白金台,RC,4,55,R,1,197105,1,39900000
渋谷,RC,12,28,K,3,200611,18,26100000
神谷町,SRC,3,78,R,3,199204,9,90600000
御成門,SRC,10,41,R,3,198009,13,27300000
御成門,SRC,2,48,R,2,201306,6,61000000
大門,SRC,13,85,R,3,198301,7,64900000
白金台,SRC,8,12,R,1,200512,8,17000000
大門,RC,6,104,DK,1,200610,7,131000000
虎ノ門,SRC,12,37,K,1,200610,9,40700000
五反田,RC,10,130,DK,1,201301,1,147900000
御成門,SRC,6,54,DK,2,200209,9,61600000
麻布十番,SRC,8,73,R,1,201509,10,164100000
目黒,RC,4,53,DK,1,200206,7,45800000
汐留,SRC,3,88,R,1,200209,34,136200000
大門,SRC,1,25,LK,2,201401,9,33900000
赤羽橋,SRC,7,70,R,1,199901,9,64300000
日の出,SRC,4,97,R,1,200611,8,105300000
目黒,RC,3,57,R,2,200603,3,55700000
北品川,SRC,7,87,K,1,197105,14,72900000
汐留,SRC,6,42,R,2,198101,11,34700000
芝公園,RC,8,19,R,2,201505,1,23900000
目黒,RC,3,67,DK,2,201505,6,91100000
泉岳寺,SRC,12,67,R,1,200505,26,65000000
お台場海浜公園,RC,5,100,R,2,200506,22,108100000
芝浦ふ頭,SRC,9,85,R,1,199902,25,89000000
渋谷,RC,4,37,R,1,199911,13,35600000
表参道,RC,1,20,R,1,200401,21,30700000
汐留,SRC,6,100,R,1,198111,5,85600000
お台場海浜公園,RC,3,88,R,1,200104,20,88500000
目黒,SRC,14,56,DK,2,201201,30,66000000
六本木一丁目,RC,4,22,R,1,200610,4,24300000
乃木坂,SRC,6,70,K,2,201509,2,116200000
大門,RC,8,73,R,2,196903,20,57100000
赤坂見附,RC,5,84,R,1,200105,9,97800000
御成門,SRC,3,60,K,3,198406,33,60700000
渋谷,RC,6,82,R,3,200710,8,84800000
乃木坂,RC,4,101,R,1,200308,7,138600000
高輪台,SRC,3,87,K,1,201201,8,128000000
赤羽橋,SRC,3,22,R,2,201401,3,38200000
汐留,SRC,10,101,R,1,201407,6,180700000
溜池山王,SRC,7,51,DK,1,200202,2,48400000
白金台,RC,6,23,R,2,200708,6,28300000
田町,RC,4,62,R,3,200603,7,65800000
泉岳寺,RC,2,33,K,1,201206,1,44000000
赤坂,RC,3,39,R,2,200105,8,49000000
赤坂,SRC,9,21,K,2,201803,9,52200000
麻布十番,SRC,8,62,R,1,200012,26,75200000
御成門,RC,7,99,DK,3,200611,15,122300000
五反田,SRC,7,72,R,3,197901,8,51300000
田町,RC,5,54,K,2,200510,26,70000000
六本木,RC,5,42,K,3,197503,6,41100000
御成門,SRC,4,129,K,1,201308,4,201500000
麻布十番,RC,1,22,R,1,200610,33,30600000
溜池山王,SRC,5,13,DK,1,200610,8,17400000
新橋,SRC,6,29,K,3,196309,3,22700000
虎ノ門,SRC,1,85,R,1,200611,4,119700000
神谷町,SRC,10,71,R,3,198009,4,53900000
お台場海浜公園,SRC,9,19,K,1,199807,7,20800000
浜松町,RC,9,71,R,1,201302,5,71600000
御成門,SRC,9,86,K,1,200510,4,95200000
赤羽橋,SRC,6,36,K,4,199204,26,38200000
高輪台,RC,4,24,K,2,198204,8,19400000
乃木坂,RC,1,70,R,2,198205,7,56700000
お台場海浜公園,SRC,14,61,K,3,197604,22,41900000
表参道,RC,7,39,K,1,200011,7,53000000
六本木,RC,10,34,R,1,198104,23,32200000
浜松町,SRC,4,57,K,1,201312,29,92200000
虎ノ門,RC,5,64,R,2,200608,3,78000000
新橋,SRC,1,69,K,2,200804,2,90400000
白金台,SRC,12,111,R,1,198001,3,88000000
三田,SRC,3,56,K,1,198110,3,38500000
大門,RC,1,77,K,2,196908,5,59200000
虎ノ門,SRC,4,87,K,1,201403,4,186100000
汐留,RC,12,44,K,2,198206,5,30500000
泉岳寺,SRC,10,42,R,2,200611,9,38800000
三田,RC,4,101,LK,2,200511,9,121600000
大門,SRC,7,63,K,4,201506,33,115600000
五反田,RC,1,52,K,1,197906,6,41200000
北品川,RC,4,48,R,1,201403,3,54400000
麻布十番,RC,3,22,R,1,200610,11,29900000
御成門,RC,5,61,R,1,199105,13,57900000
虎ノ門,RC,4,20,R,2,200708,7,27900000
北品川,SRC,4,93,R,2,200007,4,91300000
浜松町,SRC,10,15,R,2,199806,3,11400000
天王洲アイル,RC,8,20,DK,2,200209,13,19500000
高輪台,SRC,10,79,K,1,197806,22,65700000
大門,RC,8,54,K,2,201405,26,67700000
芝公園,RC,12,40,K,4,201603,23,54800000
日の出,SRC,6,125,R,1,197804,12,102000000
乃木坂,RC,4,53,R,3,200105,4,56000000
外苑前,RC,3,75,K,1,200304,5,106700000
新橋,SRC,2,39,R,1,199111,20,37000000
三田,SRC,3,44,K,1,197612,7,34500000
赤坂,RC,13,65,LK,1,201002,20,98200000
泉岳寺,RC,5,38,K,1,199907,7,36100000
麻布十番,RC,12,18,DK,2,199611,7,18100000
表参道,RC,4,20,R,3,201501,3,34100000
渋谷,RC,10,58,K,1,201407,7,61500000
青山一丁目,SRC,6,26,DK,1,196310,6,21000000
表参道,RC,4,65,R,1,201405,2,117200000
外苑前,SRC,13,59,R,3,201204,2,75600000
溜池山王,RC,3,14,R,3,200206,8,19800000
六本木一丁目,RC,10,62,DK,1,199903,9,64700000
渋谷,RC,8,129,R,2,200708,3,151000000
渋谷,RC,4,95,K,1,200608,19,117300000
芝公園,RC,3,39,K,3,198411,1,30600000
溜池山王,RC,8,44,DK,3,201401,2,47200000
大門,SRC,4,56,K,1,197911,11,49100000
品川,RC,7,42,R,3,200610,4,47600000
表参道,RC,1,62,DK,1,200611,22,115100000
御成門,RC,7,20,K,1,198411,9,20500000
田町,RC,2,118,DK,2,200303,7,150600000
溜池山王,SRC,4,60,K,1,201509,35,141800000
乃木坂,RC,8,58,K,2,201405,11,79300000
麻布十番,SRC,6,54,K,2,201007,6,85700000
六本木一丁目,SRC,1,21,K,2,200311,1,24900000
赤坂,RC,2,55,R,1,200804,28,103000000
高輪台,RC,5,42,R,3,200510,26,57300000
芝浦ふ頭,RC,8,37,R,1,197005,31,29800000
芝浦ふ頭,RC,1,83,K,1,200511,6,87900000
芝浦ふ頭,SRC,6,38,R,1,200508,2,37300000
五反田,RC,6,75,K,2,200710,2,74300000
日の出,RC,5,21,K,2,200510,5,22400000
北品川,SRC,5,76,K,2,201208,4,97600000
六本木,SRC,3,83,R,2,200012,9,114600000
赤坂,RC,4,70,K,1,200105,3,85700000
大門,SRC,12,95,DK,3,200501,3,82900000
天王洲アイル,RC,4,104,R,1,197105,2,74100000
赤羽橋,SRC,5,47,K,2,198001,3,32800000
高輪台,RC,1,66,R,2,200610,1,69100000
乃木坂,SRC,5,38,DK,1,199603,32,44800000
目黒,SRC,6,71,R,3,201807,5,127200000
天王洲アイル,RC,8,56,DK,1,200506,3,53300000
赤坂見附,SRC,8,65,R,1,201509,11,108100000
六本木一丁目,RC,4,146,K,3,197907,10,140800000
芝浦ふ頭,SRC,9,67,R,1,201509,12,91000000
青山一丁目,SRC,12,29,R,2,198310,9,24800000
日の出,RC,4,97,K,2,198306,7,82700000
赤坂見附,RC,1,94,R,1,200508,3,114900000
日の出,SRC,10,81,K,2,201411,3,106000000
赤羽橋,RC,3,26,R,1,201902,21,50500000
お台場海浜公園,SRC,12,81,R,1,201109,4,73200000
白金高輪,SRC,3,52,R,2,199706,3,49900000
田町,SRC,13,41,K,2,200508,2,36700000
御成門,RC,13,68,K,2,201509,38,90800000
御成門,RC,3,64,K,1,200209,10,69400000
白金高輪,RC,2,31,R,2,201410,23,44600000
泉岳寺,RC,5,21,R,3,200902,14,25600000
広尾,SRC,17,25,R,1,196809,19,19800000
汐留,SRC,9,21,R,3,200610,30,31100000
神谷町,RC,5,129,K,3,197806,6,111700000
虎ノ門,SRC,2,62,R,2,199908,4,66700000
芝公園,SRC,4,102,R,2,200602,6,120300000
田町,RC,13,19,R,2,197310,5,7800000
田町,RC,2,26,R,1,198211,6,20300000
渋谷,SRC,10,145,K,2,197604,7,86600000
白金高輪,SRC,9,53,R,2,199908,8,48900000
赤羽橋,SRC,13,40,R,2,196411,5,22100000
溜池山王,SRC,4,35,R,2,200710,10,45000000
白金台,RC,3,56,K,1,201407,1,78200000
溜池山王,RC,2,53,K,1,198908,35,53400000
赤坂見附,SRC,4,106,R,2,201505,2,190400000
広尾,SRC,6,71,K,3,201203,18,135200000
泉岳寺,SRC,8,72,K,1,196904,10,50000000
目黒,RC,11,67,K,2,197105,9,49200000
赤羽橋,SRC,8,70,R,2,197009,4,51600000
赤坂見附,SRC,8,63,K,1,197906,9,51400000
赤羽橋,RC,12,57,DK,1,200211,1,44400000
白金高輪,SRC,12,55,R,2,197907,2,44400000
乃木坂,RC,8,62,R,1,201409,4,87700000
品川,SRC,6,69,R,1,200610,14,86500000
天王洲アイル,RC,4,70,K,1,201302,6,83400000
天王洲アイル,RC,9,53,K,1,198603,3,40500000
表参道,SRC,4,47,R,1,199603,25,64900000
三田,RC,5,78,R,1,200509,28,99700000
乃木坂,RC,3,81,R,1,201302,6,116800000
表参道,SRC,5,60,DK,1,200708,22,118600000
日の出,RC,10,20,R,1,200502,7,16200000
表参道,SRC,5,81,K,1,200510,17,150400000
田町,SRC,5,73,R,2,197711,7,53700000
広尾,RC,6,89,K,3,200308,11,133100000
日の出,RC,2,54,DK,1,198111,30,47300000
六本木,SRC,6,34,K,1,201512,3,60900000
白金高輪,RC,5,72,K,2,200610,5,90100000
六本木,RC,8,65,DK,1,201403,2,93400000
高輪台,SRC,12,88,R,2,200605,4,82200000
お台場海浜公園,SRC,6,24,K,1,200510,7,25500000
六本木一丁目,SRC,14,83,R,1,200409,1,86900000
田町,SRC,6,31,K,3,200703,4,31700000
表参道,RC,6,40,R,2,200202,2,50700000
赤坂見附,RC,4,52,R,2,201212,5,65900000
広尾,RC,3,22,R,1,200510,5,24300000
六本木,SRC,3,54,DK,1,201212,4,97400000
赤坂,RC,2,25,K,1,201509,4,42900000
虎ノ門,RC,7,85,K,3,200710,1,96200000
浜松町,RC,8,27,R,1,200604,17,31100000
六本木,RC,12,19,R,1,197702,23,13600000
北品川,RC,6,29,K,1,200610,3,30800000
麻布十番,SRC,3,54,R,1,201210,2,97000000
赤坂,SRC,8,89,R,3,200611,5,122700000
外苑前,SRC,8,89,R,1,201111,9,153600000
御成門,RC,1,28,DK,2,201509,1,35400000
外苑前,RC,6,48,R,4,200508,3,53000000
田町,RC,4,92,R,3,200209,22,111600000
乃木坂,SRC,5,70,DK,1,200001,1,71700000
大門,SRC,1,38,DK,2,201111,2,44300000
汐留,RC,6,34,R,2,200603,3,40600000
浜松町,SRC,1,80,R,1,200501,5,82400000
外苑前,SRC,1,45,R,1,197904,6,45000000
神谷町,SRC,5,36,K,3,200906,6,54400000
大門,RC,3,66,R,3,201212,9,82900000
芝浦ふ頭,SRC,5,66,K,2,196809,31,51100000
六本木一丁目,SRC,6,106,DK,2,200401,30,194100000
日の出,SRC,7,54,R,1,200605,7,54700000
広尾,RC,5,62,R,1,197808,14,55900000
御成門,SRC,2,82,R,2,197310,22,70600000
白金高輪,SRC,2,40,R,2,200605,30,57500000
赤羽橋,RC,6,70,DK,2,197201,1,58300000
泉岳寺,RC,1,25,R,2,200003,14,32300000
目黒,RC,2,58,R,2,201005,9,67900000
赤羽橋,RC,4,90,R,1,201402,4,142100000
表参道,SRC,8,25,R,3,200508,8,36900000
赤坂,RC,4,80,R,2,197804,12,78500000
芝公園,RC,12,29,K,2,198010,22,17800000
六本木一丁目,SRC,10,19,R,2,199903,5,20100000
赤羽橋,SRC,10,60,R,1,200001,2,53400000
汐留,RC,8,28,DK,2,200310,3,32500000
白金高輪,RC,8,56,K,1,200710,18,63600000
芝公園,SRC,6,54,K,1,200610,37,71300000
御成門,SRC,2,73,R,1,201509,7,125900000
浜松町,SRC,3,20,K,4,200805,38,33800000
品川,RC,9,61,R,1,201407,33,73400000
浜松町,SRC,7,65,K,1,201212,5,81300000
天王洲アイル,RC,3,83,K,1,200301,21,103200000
広尾,RC,4,57,K,1,200510,11,80900000
神谷町,SRC,9,27,R,1,201102,2,40900000
芝浦ふ頭,RC,13,129,DK,2,199911,4,107600000
神谷町,SRC,6,21,R,1,200103,8,24300000
汐留,SRC,2,85,R,1,200002,28,118100000
お台場海浜公園,SRC,3,80,R,3,201303,5,92600000
品川,SRC,3,106,R,2,201401,26,199200000
赤坂,SRC,4,70,K,2,197909,18,71400000
広尾,SRC,8,19,R,1,200906,6,29000000
高輪台,RC,6,42,R,1,199706,5,44900000
お台場海浜公園,SRC,11,99,R,1,201801,32,148200000
天王洲アイル,SRC,10,22,DK,3,197702,26,16100000
田町,SRC,2,50,R,1,201405,3,70800000
五反田,SRC,12,60,K,2,200610,16,54300000
麻布十番,RC,4,92,R,2,201509,6,178100000
目黒,SRC,6,49,R,2,200605,27,55600000
渋谷,SRC,3,30,R,1,201509,21,53000000
六本木,SRC,10,25,K,3,200511,12,35600000
高輪台,SRC,13,76,R,3,198310,8,58200000
高輪台,SRC,13,23,DK,1,197908,24,20800000
田町,SRC,13,24,R,2,198001,1,11900000
溜池山王,SRC,6,40,K,2,198201,4,27300000
高輪台,RC,1,42,DK,1,201411,3,63200000
赤坂見附,SRC,7,78,R,3,197302,6,59900000
六本木一丁目,SRC,10,71,R,3,200511,4,88900000
乃木坂,SRC,3,44,K,1,200509,6,50800000
外苑前,RC,8,26,K,1,197604,1,19800000
麻布十番,RC,14,67,DK,2,199708,9,63400000
芝公園,RC,2,46,R,2,199802,26,50800000
六本木一丁目,SRC,3,80,DK,1,200310,33,134400000
お台場海浜公園,SRC,14,78,DK,1,198206,6,49200000
汐留,RC,9,70,R,1,200410,34,87300000
表参道,SRC,9,28,R,1,198206,3,20800000
赤坂,RC,8,33,R,2,200510,7,47600000
乃木坂,SRC,6,21,K,1,200406,9,22600000
五反田,SRC,3,81,R,3,200011,8,76200000
青山一丁目,SRC,8,77,R,2,200607,6,92800000
目黒,SRC,2,38,R,2,197808,3,20600000
赤坂,RC,4,128,K,1,198111,32,133400000
品川,SRC,2,56,R,2,200608,13,67500000
芝公園,SRC,4,146,DK,2,201110,4,204000000
北品川,RC,14,30,K,1,200804,32,36900000
青山一丁目,RC,10,77,DK,1,201611,11,123700000
大門,SRC,3,70,DK,1,197911,25,69600000
神谷町,SRC,1,38,R,1,201206,2,53000000
新橋,RC,9,19,DK,2,201201,17,24900000
高輪台,RC,2,56,DK,1,200507,16,69600000
泉岳寺,SRC,3,63,R,4,197804,25,57900000
乃木坂,SRC,11,80,K,3,200308,34,95600000
高輪台,RC,7,116,R,2,200507,4,139600000
天王洲アイル,SRC,6,55,K,3,200211,2,54200000
お台場海浜公園,SRC,2,54,LK,2,200610,6,53700000
白金台,SRC,2,82,R,1,200303,7,110200000
大門,SRC,12,21,K,1,201302,1,26800000
芝浦ふ頭,SRC,14,33,R,3,197711,6,13300000
品川,RC,2,25,R,1,200605,32,34100000
六本木,RC,3,43,K,3,197202,17,40400000
外苑前,SRC,1,44,R,1,199706,10,47600000
北品川,SRC,3,33,R,1,198201,8,26800000
赤坂見附,SRC,5,90,R,2,197605,12,78900000
麻布十番,SRC,7,66,K,1,197407,1,53600000
大門,SRC,4,80,R,1,200209,1,67300000
目黒,SRC,2,48,K,3,201203,6,48300000
溜池山王,SRC,10,35,K,2,200710,9,33200000
広尾,RC,10,71,R,1,197708,32,55900000
五反田,SRC,3,21,R,3,198402,3,16600000
赤坂見附,SRC,3,75,DK,2,199809,3,82300000
白金高輪,RC,3,25,DK,2,200511,11,30900000
赤坂,SRC,8,56,R,1,200007,10,63100000
目黒,SRC,9,63,R,1,200610,22,70800000
高輪台,RC,14,20,R,2,200804,16,27700000
渋谷,SRC,4,41,R,2,200508,10,41500000
日の出,SRC,5,84,R,1,200510,2,85100000
浜松町,RC,2,56,DK,1,201204,13,73700000
広尾,SRC,7,69,K,1,197803,6,59600000
浜松町,RC,8,74,K,2,201212,4,86800000
麻布十番,RC,7,54,K,2,197603,5,41400000
芝公園,SRC,3,85,R,1,200710,1,85900000
赤羽橋,RC,4,35,K,2,198508,22,28100000
白金台,SRC,1,78,R,1,200002,25,100200000
田町,RC,14,26,R,2,200405,10,23500000
麻布十番,SRC,5,58,R,1,197801,2,49300000
大門,RC,7,84,DK,1,201401,3,103400000
白金台,SRC,6,108,K,2,199601,2,120800000
白金台,SRC,8,37,R,3,201310,5,52800000
外苑前,RC,14,57,R,1,200002,4,56400000
青山一丁目,SRC,4,80,R,3,201008,2,112900000
神谷町,RC,12,66,K,1,201512,7,89900000
品川,SRC,8,68,R,2,200605,8,69400000
御成門,SRC,3,51,DK,1,197908,5,40800000
新橋,SRC,8,70,R,3,200305,2,72300000
